Repair_ID,Property_ID,Repair_Category,Priority,Reported_Date,Completed_Date,Resolution_Days,Repair_Cost,Satisfaction_Score
REP006226,P0259,Plumbing,Routine,2018-11-08,2018-11-17,9,459.3,8.4
REP006227,P1012,Heating,Routine,2023-12-13,2023-12-23,10,269.82,8.0
REP006228,P1143,Plumbing,Routine,2021-06-18,2021-06-30,12,321.03,8.2
REP006229,P1179,Electrical,Urgent,2019-04-24,2019-04-27,3,318.55,9.1
REP006230,P0039,Plumbing,Routine,2024-05-19,2024-05-27,8,552.03,6.6
REP006231,P0846,Heating,Routine,2018-11-21,2018-11-28,7,438.66,8.2
REP006232,P1108,Plumbing,Routine,16/04/2021,2021-04-23,7,435.2,7.8
REP006233,P0421,Damp & Mould,Routine,2025-06-27,2025-07-17,20,782.59,2.9
REP006234,P1362,Electrical,Routine,20/12/2023,2023-12-22,2,160.18,6.1
REP006235,P0300,Electrical,Routine,10/03/2019,2019-03-12,2,441.62,7.3
REP006236,P1101,Heating,Routine,16/02/2023,2023-02-21,5,371.31,8.9
REP006237,P0751,Electrical,Emergency,2021-11-03,2021-11-04,1,184.51,6.0
REP006238,P0610,Damp & Mould,Routine,2024-03-04,2024-04-02,29,883.37,4.6
REP006239,P0977,Heating,Urgent,2023-03-24,2023-04-01,8,808.0,6.2
REP006240,P0802,Security,Emergency,2020-08-08,2020-08-09,1,683.27,6.7
REP006241,P0351,Electrical,Urgent,2023-08-21,22/08/2023,1,662.47,6.3
REP006242,P0170,Roofing,Urgent,2024-09-21,2024-09-28,7,1244.05,6.1
REP006243,P0711,Roofing,Routine,2019-01-19,2019-02-01,13,554.96,7.9
REP006244,P1005,Damp & Mould,Urgent,2023-03-10,2023-03-19,9,1222.68,4.3
REP006245,P0964,Heating,Emergency,2023-11-03,2023-11-06,3,1119.02,9.3
REP006246,P0938,Heating,Urgent,2025-08-22,26/08/2025,4,756.78,7.7
REP006247,P1135,Damp & Mould,Urgent,2021-05-26,20/06/2021,25,463.73,2.8
REP006248,P1207,Plumbing,Routine,2024-05-06,2024-05-22,16,217.21,6.7
REP006249,P0835,Electrical,Routine,2025-08-19,20/08/2025,1,158.24,7.9
REP006250,P0216,Heating,Routine,2018-01-20,2018-01-22,2,477.55,8.1
REP006251,P1070,Damp & Mould,Routine,2025-11-15,04/12/2025,19,665.81,5.9
REP006252,P0230,Heating,Urgent,17/05/2022,2022-05-18,1,315.15,7.4
REP006253,P0510,Roofing,Routine,05/12/2021,2021-12-16,11,345.18,9.3
REP006254,P0480,Damp & Mould,Urgent,2018-01-16,2018-01-29,13,1877.43,7.0
REP006255,P0251,Plumbing,Routine,19/03/2019,2019-03-28,9,494.44,9.2
REP006256,P0691,Heating,Emergency,24/01/2023,27/01/2023,3,688.03,6.9
REP006257,P0012,Electrical,Routine,2024-03-22,30/03/2024,8,360.12,7.0
REP006258,P0452,Security,Urgent,2023-01-24,2023-01-25,1,264.92,8.0
REP006259,P0799,Plumbing,Urgent,2024-08-24,2024-08-30,6,336.49,9.5
REP006260,P0159,Electrical,Urgent,2020-12-07,2020-12-14,7,535.45,6.0
REP006261,P0394,Plumbing,Routine,2024-11-14,2024-11-18,4,351.74,8.3
REP006262,P1469,Plumbing,Urgent,25/03/2024,2024-03-28,3,384.06,8.6
REP006263,P0220,Roofing,Urgent,02/06/2025,07/06/2025,5,1478.49,8.2
REP006264,P0481,Heating,Routine,2024-11-06,14/11/2024,8,401.45,7.4
REP006265,P0453,Heating,Routine,2023-01-16,2023-01-24,8,541.52,7.3
REP006266,P0703,Electrical,Urgent,2018-01-09,2018-01-14,5,544.82,8.0
REP006267,P0018,Heating,Routine,2018-12-09,2018-12-14,5,829.18,7.6
REP006268,P0528,Heating,Urgent,28/01/2018,02/02/2018,5,502.18,7.7
REP006269,P1276,Security,Emergency,2018-04-02,04/04/2018,2,572.65,6.4
REP006270,P0255,Electrical,Routine,2022-08-12,2022-08-13,1,484.79,6.4
REP006271,P1497,Electrical,Routine,2021-01-14,2021-01-22,8,334.35,7.7
REP006272,P0874,Damp & Mould,Routine,,04/01/2025,40,621.58,2.3
REP006273,P0079,Roofing,Routine,2023-06-12,2023-07-03,21,555.03,7.0
REP006274,P0787,Plumbing,Urgent,2025-01-14,23/01/2025,9,789.82,8.2
REP006275,P0557,Damp & Mould,Emergency,2019-12-11,2019-12-20,9,1641.61,5.4
REP006276,P0243,Damp & Mould,Urgent,2022-03-11,2022-03-21,10,1436.94,5.4
REP006277,P0894,Electrical,Urgent,2025-02-10,2025-02-15,5,610.48,8.7
REP006278,P0860,Plumbing,Routine,15/10/2018,2018-10-25,10,549.53,8.6
REP006279,P1370,Damp & Mould,Routine,18/01/2018,2018-02-14,27,868.41,3.9
REP006280,P0292,Plumbing,Routine,2022-06-26,2022-07-01,5,369.67,7.9
REP006281,P0051,Electrical,Routine,2025-07-28,2025-08-05,8,331.09,7.6
REP006282,P0166,Roofing,Urgent,,2019-04-12,10,496.47,8.1
REP006283,P0948,Heating,Routine,2024-11-04,2024-11-09,5,785.15,8.1
REP006284,P0060,Heating,Routine,,24/12/2018,5,463.88,6.2
REP006285,P1243,Electrical,Urgent,2022-12-09,2022-12-15,6,558.83,
REP006286,P1359,Damp & Mould,Urgent,23/06/2021,13/07/2021,20,564.59,2.5
REP006287,P0154,Damp & Mould,Routine,2023-04-19,2023-05-12,23,441.19,2.6
REP006288,P0876,Plumbing,Emergency,,2018-02-27,2,751.87,6.4
REP006289,P0920,Heating,Urgent,2021-02-01,2021-02-04,3,628.13,7.3
REP006290,P1315,Damp & Mould,Emergency,10/05/2023,2023-05-13,3,1118.63,5.9
REP006291,P0185,Roofing,Emergency,2025-02-24,2025-03-05,9,901.7,9.4
REP006292,P0237,Heating,Urgent,2020-10-04,2020-10-07,3,937.18,6.6
REP006293,P0096,Roofing,Urgent,26/08/2019,12/09/2019,17,965.88,6.9
REP006294,P1332,Electrical,Routine,2025-03-25,2025-03-31,6,372.6,9.4
REP006295,P1243,Electrical,Routine,2023-03-19,2023-03-22,3,600.74,7.1
REP006296,P0388,Roofing,Routine,23/12/2020,2021-01-07,15,329.77,7.4
REP006297,P1104,Security,Routine,2018-11-10,2018-11-11,1,187.61,7.1
REP006298,P0856,Roofing,Urgent,2023-02-15,2023-02-27,12,1188.92,6.5
REP006299,P0185,Roofing,Urgent,2024-03-20,02/04/2024,13,1372.74,9.4
REP006300,P0848,Heating,Routine,2019-02-13,2019-02-21,8,698.74,7.4
REP006301,P0883,Electrical,Routine,2022-05-12,2022-05-13,1,231.43,6.0
REP006302,P0173,Heating,Emergency,2021-11-02,2021-11-06,4,1151.74,6.0
REP006303,P1019,Heating,Routine,2023-02-18,2023-02-25,7,715.34,6.5
REP006304,P0588,Heating,Routine,2022-05-20,2022-05-24,4,737.26,7.5
REP006305,P0808,Electrical,Routine,2020-08-26,28/08/2020,2,625.51,7.3
REP006306,P1298,Heating,Routine,2023-06-12,23/06/2023,11,803.57,7.9
REP006307,P0457,Plumbing,Emergency,2023-03-09,14/03/2023,5,239.25,8.7
REP006308,P1380,Plumbing,Emergency,2019-11-10,13/11/2019,3,934.49,8.4
REP006309,P0080,Damp & Mould,Routine,2023-03-19,2023-04-16,28,957.41,6.1
REP006310,P0990,Heating,Emergency,2019-02-20,2019-02-23,3,591.6,8.7
REP006311,P1054,Plumbing,Routine,2024-04-06,2024-04-08,2,409.85,8.5
REP006312,P0486,Heating,Routine,2023-07-10,19/07/2023,9,297.29,7.3
REP006313,P0328,Heating,Emergency,2019-02-21,2019-02-24,3,922.0,7.0
REP006314,P0757,Heating,Urgent,07/05/2020,16/05/2020,9,1045.91,7.9
REP006315,P0701,Roofing,Routine,2024-07-12,2024-07-24,12,517.18,8.7
REP006316,P0447,Plumbing,Routine,2022-01-15,2022-01-18,3,178.33,9.0
REP006317,P1041,Damp & Mould,Routine,17/06/2025,2025-07-21,34,1573.89,3.2
REP006318,P0893,Damp & Mould,Emergency,02/03/2023,2023-03-06,4,1183.31,4.3
REP006319,P1368,Plumbing,Routine,2021-02-08,2021-02-11,3,452.61,6.4
REP006320,P1414,Roofing,Emergency,2024-07-24,2024-07-24,-2,526.02,7.9
REP006321,P0027,Electrical,Emergency,2022-09-15,2022-09-18,3,230.88,6.2
REP006322,P0958,Security,Emergency,2023-05-04,08/05/2023,4,302.0,7.6
REP006323,P0161,Security,Urgent,21/11/2021,2021-11-26,5,180.58,6.6
REP006324,P0248,Security,Routine,,2025-09-10,2,381.96,8.1
REP006325,P1421,Plumbing,Routine,2020-07-21,2020-08-01,11,575.72,7.7
REP006326,P0009,Electrical,Urgent,2023-05-12,2023-05-14,2,142.42,8.4
REP006327,P0591,Heating,Routine,08/03/2022,2022-03-15,7,412.03,9.2
REP006328,P1253,Roofing,Emergency,17/09/2020,2020-09-20,3,1636.82,6.4
REP006329,P0149,Electrical,Routine,2025-01-21,2025-01-25,4,469.76,8.5
REP006330,P0270,Heating,Routine,2023-12-11,2023-12-15,4,809.46,6.5
REP006331,P1150,Electrical,Routine,18/09/2020,2020-09-27,9,455.02,6.8
REP006332,P0836,Plumbing,Urgent,2024-09-21,2024-09-27,6,389.77,6.6
REP006333,P0072,Plumbing,Routine,2024-12-21,2024-12-25,4,187.82,8.2
REP006334,P1114,Heating,Urgent,2021-12-25,2021-12-25,-3,375.48,8.4
REP006335,P1252,Roofing,Routine,2018-03-17,30/03/2018,13,1034.72,8.8
REP006336,P1451,Heating,Routine,08/07/2021,2021-07-11,3,341.24,8.5
REP006337,P0459,Electrical,Urgent,2019-06-06,2019-06-10,4,220.82,8.8
REP006338,P1201,Heating,Routine,30/11/2021,2021-12-08,8,412.12,8.5
REP006339,P0432,Heating,Urgent,2021-07-08,2021-07-15,7,827.92,6.2
REP006340,P1359,Roofing,Emergency,2022-01-08,12/01/2022,4,979.03,7.4
REP006341,P1170,Heating,Routine,2018-01-20,2018-01-31,11,711.88,9.0
REP006342,P1482,Plumbing,Routine,2022-03-27,04/04/2022,8,553.74,8.6
REP006343,P0165,Damp & Mould,Routine,26/07/2019,2019-08-18,23,1040.56,3.8
REP006344,P0175,Plumbing,Urgent,2024-11-07,2024-11-10,3,551.44,9.1
REP006345,P1440,Damp & Mould,Urgent,2023-09-20,2023-10-05,15,582.51,4.4
REP006346,P0711,Electrical,Urgent,2025-12-24,2025-12-25,1,356.81,6.4
REP006347,P0963,Plumbing,Routine,2024-01-27,06/02/2024,10,601.91,8.3
REP006348,P0683,Roofing,Urgent,2025-01-21,2025-01-31,10,848.12,8.1
REP006349,P0947,Plumbing,Urgent,2019-11-03,2019-11-08,5,696.61,8.3
REP006350,P0554,Plumbing,Emergency,04/11/2018,2018-11-08,4,646.1,6.8
REP006351,P0400,Heating,Routine,2019-05-04,2019-05-05,1,840.12,8.0
REP006352,P0417,Heating,Routine,2025-12-03,08/12/2025,5,455.25,
REP006353,P1158,Plumbing,Urgent,2019-10-25,2019-10-27,2,648.16,6.0
REP006354,P1425,Electrical,Routine,2018-03-20,2018-03-29,9,294.18,9.5
REP006355,P0721,Heating,Routine,2023-01-18,2023-01-23,5,226.66,8.3
REP006356,P0296,Heating,Urgent,2018-02-22,2018-02-28,6,661.38,7.0
REP006357,P0574,Roofing,Routine,2020-02-12,2020-02-24,12,422.37,6.9
REP006358,P1082,Plumbing,Urgent,2019-09-21,2019-09-27,6,618.47,8.2
REP006359,P0706,Heating,Routine,2021-02-12,2021-02-19,7,401.84,9.1
REP006360,P0913,Heating,Routine,2021-10-12,2021-10-20,8,476.45,6.1
REP006361,P1388,Roofing,Emergency,2020-12-28,02/01/2021,5,762.07,7.5
REP006362,P1040,Heating,Urgent,2023-01-28,2023-02-01,4,792.39,7.2
REP006363,P1013,Roofing,Routine,2020-03-17,25/03/2020,8,999.32,8.5
REP006364,P1461,Security,Urgent,2018-02-21,2018-02-23,2,500.85,6.7
REP006365,P1103,Heating,Routine,23/02/2023,2023-03-06,11,608.44,9.2
REP006366,P1410,Electrical,Routine,2022-01-10,2022-01-11,1,342.18,6.4
REP006367,P0640,Heating,Emergency,12/11/2022,2022-11-14,2,677.7,6.2
REP006368,P1056,Roofing,Emergency,2023-05-21,29/05/2023,8,1259.23,8.0
REP006369,P0818,Plumbing,Routine,2018-06-01,08/06/2018,7,477.26,8.4
REP006370,P0854,Electrical,Emergency,,2023-07-16,2,465.79,6.0
REP006371,P0807,Electrical,Routine,2023-12-18,2023-12-26,8,323.12,
REP006372,P1368,Heating,Urgent,2021-12-29,2022-01-03,5,873.54,6.2
REP006373,P0777,Plumbing,Routine,2020-10-01,2020-10-05,4,680.21,9.4
REP006374,P0912,Roofing,Urgent,2022-01-23,2022-02-02,10,739.32,8.5
REP006375,P1002,Damp & Mould,Routine,,2023-04-17,10,1118.09,4.3
REP006376,P1045,Plumbing,Urgent,02/04/2020,2020-04-03,1,836.48,8.6
REP006377,P0848,Electrical,Emergency,10/05/2025,2025-05-11,1,173.55,8.7
REP006378,P0677,Security,Routine,2019-04-16,2019-04-22,6,160.41,6.9
REP006379,P0299,Roofing,Routine,2022-10-01,2022-10-26,25,337.78,5.6
REP006380,P0940,Damp & Mould,Urgent,2020-03-08,2020-03-21,13,988.35,6.5
REP006381,P0340,Heating,Routine,06/02/2020,2020-02-09,3,886.25,9.1
REP006382,P1200,Roofing,Routine,2018-10-21,2018-10-31,10,935.97,6.2
REP006383,P1000,Roofing,Urgent,01/01/2018,2018-01-11,10,1283.9,6.8
REP006384,P0336,Heating,Routine,2019-02-16,2019-02-18,2,698.28,7.2
REP006385,P1197,Roofing,Routine,2021-05-06,2021-05-29,23,986.86,4.6
REP006386,P1193,Roofing,Urgent,2025-08-14,2025-08-27,13,600.59,9.0
REP006387,P0796,Security,Routine,2024-05-18,2024-05-24,6,177.6,7.1
REP006388,P0984,Damp & Mould,Urgent,19/11/2021,2021-11-28,9,1688.51,3.5
REP006389,P0969,Electrical,Routine,2022-08-16,2022-08-19,3,123.78,7.3
REP006390,P0075,Heating,Routine,2025-01-10,2025-01-17,7,326.82,9.4
REP006391,P1408,Security,Routine,,2022-05-23,5,184.29,8.9
REP006392,P0106,Heating,Routine,2025-08-15,2025-08-22,7,701.2,8.1
REP006393,P0400,Damp & Mould,Routine,2019-06-22,2019-07-19,27,480.74,3.2
REP006394,P0549,Damp & Mould,Routine,2019-11-05,2019-11-18,13,1328.18,5.1
REP006395,P0611,Plumbing,Urgent,2023-06-24,2023-06-26,2,349.38,6.3
REP006396,P0919,Plumbing,Urgent,2023-11-09,2023-11-10,1,340.88,8.1
REP006397,P0096,Roofing,Urgent,2023-02-04,24/02/2023,20,745.43,4.4
REP006398,P0699,Roofing,Routine,23/11/2025,2025-12-03,10,1001.94,
REP006399,P0369,Plumbing,Urgent,2021-12-23,2021-12-30,7,205.26,8.4
REP006400,P0347,Plumbing,Routine,2018-06-15,15/06/2018,-1,452.29,9.2
REP006401,P0320,Plumbing,Routine,2019-10-05,12/10/2019,7,171.8,7.9
REP006402,P1113,Heating,Urgent,15/12/2021,2021-12-24,9,408.72,
REP006403,P0837,Electrical,Routine,2021-09-15,2021-09-20,5,154.12,7.6
REP006404,P0462,Plumbing,Urgent,14/08/2024,20/08/2024,6,279.53,
REP006405,P0917,Plumbing,Urgent,2025-06-18,2025-06-23,5,262.8,7.7
REP006406,P0968,Roofing,Urgent,2022-06-01,06/06/2022,5,687.04,8.3
REP006407,P0150,Damp & Mould,Emergency,,2024-09-13,12,785.29,5.0
REP006408,P1357,Damp & Mould,Urgent,2023-07-05,19/07/2023,14,457.6,6.2
REP006409,P0702,Roofing,Urgent,23/12/2025,2025-12-31,8,1233.78,6.6
REP006410,P0977,Heating,Routine,27/01/2025,2025-01-27,-3,354.37,8.8
REP006411,P1331,Roofing,Urgent,26/12/2020,2021-01-10,15,1044.83,8.0
REP006412,P0503,Electrical,Urgent,2019-08-23,2019-08-29,6,268.54,6.3
REP006413,P0926,Heating,Urgent,11/09/2020,2020-09-15,4,916.89,9.0
REP006414,P0194,Electrical,Urgent,2018-07-14,17/07/2018,3,180.31,
REP006415,P1296,Damp & Mould,Urgent,2021-07-19,2021-08-03,15,756.17,2.7
REP006416,P0375,Electrical,Routine,26/03/2024,2024-04-02,7,300.6,9.5
REP006417,P1377,Security,Routine,2022-09-04,08/09/2022,4,243.02,8.2
REP006418,P1424,Damp & Mould,Emergency,19/03/2018,25/03/2018,6,2124.45,
REP006419,P1009,Security,Routine,28/11/2018,29/11/2018,1,473.39,6.6
REP006420,P0756,Heating,Urgent,2024-02-07,2024-02-11,4,975.32,8.0
REP006421,P0179,Damp & Mould,Routine,2024-11-09,2024-11-26,17,706.6,4.8
REP006422,P0768,Heating,Emergency,2024-12-17,2024-12-19,2,1262.76,8.5
REP006423,P1396,Heating,Routine,04/02/2021,2021-02-09,5,840.57,7.5
REP006424,P0415,Security,Routine,2021-08-05,2021-08-06,1,208.04,8.1
REP006425,P0870,Security,Emergency,2025-07-27,2025-07-27,-1,208.31,8.1
REP006426,P0460,Electrical,Emergency,2025-08-02,2025-08-03,1,564.34,6.6
REP006427,P1177,Heating,Routine,20/01/2019,2019-01-28,8,283.93,7.5
REP006428,P0882,Heating,Urgent,2019-11-16,2019-11-23,7,418.23,7.1
REP006429,P0306,Heating,Routine,2025-12-23,2025-12-27,4,777.86,7.0
REP006430,P1085,Heating,Routine,2019-12-06,2019-12-16,10,452.58,7.6
REP006431,P0494,Electrical,Routine,2024-10-20,2024-10-29,9,146.53,8.8
REP006432,P0887,Heating,Urgent,17/02/2019,23/02/2019,6,440.96,
REP006433,P0311,Roofing,Emergency,12/05/2024,2024-05-17,5,584.42,8.4
REP006434,P1139,Plumbing,Routine,2018-07-12,2018-07-21,9,205.29,7.1
REP006435,P0818,Heating,Routine,2021-01-17,2021-01-25,8,862.6,6.0
REP006436,P0237,Security,Routine,2019-09-11,2019-09-14,3,412.3,7.5
REP006437,P0462,Electrical,Routine,2021-11-15,2021-11-21,6,260.75,7.8
REP006438,P0764,Heating,Urgent,2023-09-16,2023-09-21,5,378.02,6.6
REP006439,P0945,Roofing,Urgent,2025-06-19,2025-07-03,14,1013.77,8.4
REP006440,P0670,Heating,Routine,2023-01-03,2023-01-09,6,412.9,9.4
REP006441,P1287,Heating,Urgent,2024-12-15,2024-12-21,6,812.47,7.9
REP006442,P1255,Plumbing,Urgent,2022-09-19,26/09/2022,7,873.42,9.2
REP006443,P0400,Plumbing,Routine,2021-08-16,2021-08-22,6,516.87,8.9
REP006444,P1335,Heating,Urgent,2021-12-16,2021-12-19,3,541.91,7.5
REP006445,P0711,Security,Urgent,15/06/2018,2018-06-18,3,363.56,6.1
REP006446,P0299,Electrical,Urgent,2020-01-24,2020-01-25,1,155.46,8.8
REP006447,P0633,Security,Routine,2020-09-20,2020-09-23,3,300.82,
REP006448,P1252,Electrical,Urgent,2018-02-13,2018-02-15,2,505.8,6.1
REP006449,P0577,Plumbing,Routine,2021-04-14,2021-04-22,8,501.85,8.4
REP006450,P0634,Heating,Urgent,2023-01-25,2023-01-27,2,506.8,7.3
REP006451,P1436,Heating,Urgent,2020-12-21,26/12/2020,5,423.08,7.0
REP006452,P1139,Electrical,Urgent,2025-12-26,2025-12-27,1,294.56,6.4
REP006453,P1012,Heating,Urgent,2022-01-04,2022-01-05,1,1100.43,7.4
REP006454,P0023,Electrical,Emergency,2023-09-23,2023-09-24,1,439.91,7.2
REP006455,P0898,Roofing,Routine,2025-03-21,2025-04-01,11,812.6,8.6
REP006456,P1411,Heating,Urgent,2023-12-11,2023-12-15,4,577.39,6.8
REP006457,P1046,Roofing,Urgent,2022-10-16,2022-10-30,14,1176.56,9.2
REP006458,P0415,Heating,Urgent,2021-08-12,2021-08-18,6,437.52,6.9
REP006459,P0452,Heating,Routine,2019-04-19,2019-05-01,12,658.02,8.8
REP006460,P0929,Plumbing,Routine,2023-05-15,2023-05-24,9,485.68,8.1
REP006461,P0538,Plumbing,Routine,2022-07-20,2022-07-22,2,452.72,9.1
REP006462,P1002,Roofing,Urgent,2019-05-15,2019-05-31,16,1126.4,6.0
REP006463,P0534,Roofing,Routine,25/07/2021,2021-08-05,11,897.34,8.7
REP006464,P1486,Plumbing,Urgent,2024-12-03,2024-12-13,10,190.66,8.3
REP006465,P1322,Security,Urgent,2024-02-22,2024-02-24,2,528.99,7.0
REP006466,P1344,Roofing,Routine,23/07/2021,2021-08-09,17,912.42,6.5
REP006467,P0759,Heating,Routine,13/01/2018,2018-01-24,11,840.11,8.8
REP006468,P1351,Heating,Routine,,2018-09-23,2,702.71,9.5
REP006469,P1469,Roofing,Routine,2025-07-21,28/07/2025,7,452.76,6.7
REP006470,P0391,Plumbing,Urgent,07/05/2025,2025-05-13,6,492.91,7.2
REP006471,P0226,Electrical,Routine,2023-11-16,2023-11-24,8,542.68,8.9
REP006472,P0312,Security,Routine,2018-02-08,2018-02-12,4,345.89,7.8
REP006473,P0358,Electrical,Urgent,24/11/2021,2021-11-25,1,594.02,7.0
REP006474,P1379,Roofing,Urgent,26/11/2018,2018-12-14,18,722.35,5.3
REP006475,P0023,Plumbing,Routine,2018-04-19,25/04/2018,6,509.48,
REP006476,P0687,Plumbing,Urgent,2024-06-12,2024-06-13,1,555.24,6.9
REP006477,P1220,Electrical,Routine,2021-08-11,2021-08-11,-1,312.73,8.7
REP006478,P0516,Plumbing,Urgent,2019-03-12,2019-03-16,4,395.06,6.3
REP006479,P0670,Electrical,Routine,2021-02-01,2021-02-02,1,401.55,7.1
REP006480,P0900,Plumbing,Routine,2024-02-07,2024-02-13,6,613.92,9.4
REP006481,P0571,Roofing,Routine,2025-08-09,2025-08-21,12,395.79,9.2
REP006482,P0031,Electrical,Routine,2020-03-17,2020-03-20,3,274.43,7.6
REP006483,P0808,Plumbing,Routine,2023-05-05,2023-05-06,1,403.56,8.0
REP006484,P0742,Electrical,Routine,2018-11-04,2018-11-05,1,418.68,6.8
REP006485,P1357,Electrical,Urgent,2019-09-19,24/09/2019,5,486.34,8.7
REP006486,P0806,Electrical,Urgent,2019-06-26,2019-06-29,3,205.45,8.1
REP006487,P0476,Electrical,Routine,2024-02-09,14/02/2024,5,227.0,9.4
REP006488,P0745,Plumbing,Urgent,24/09/2018,2018-09-28,4,707.09,8.9
REP006489,P0351,Security,Routine,2024-06-10,2024-06-11,1,212.05,7.9
REP006490,P0298,Electrical,Emergency,2023-10-23,2023-10-24,1,492.84,6.8
REP006491,P1136,Plumbing,Routine,2019-08-14,2019-08-23,9,413.08,8.2
REP006492,P1327,Damp & Mould,Routine,2018-01-01,2018-01-26,25,779.74,2.4
REP006493,P1110,Roofing,Routine,2019-01-13,2019-01-21,8,957.6,6.2
REP006494,P0616,Roofing,Emergency,2020-11-28,2020-12-08,10,1430.99,7.1
REP006495,P0282,Damp & Mould,Routine,2021-09-15,17/10/2021,32,687.85,6.2
REP006496,P0362,Roofing,Routine,17/01/2021,2021-02-06,20,640.82,6.3
REP006497,P1447,Heating,Emergency,2025-02-14,2025-02-16,2,615.52,7.9
REP006498,P0108,Plumbing,Urgent,10/10/2025,2025-10-20,10,237.06,7.0
REP006499,P1480,Electrical,Urgent,2018-06-13,2018-06-16,3,566.87,8.6
REP006500,P0079,Electrical,Routine,21/06/2025,2025-06-25,4,541.11,7.2
REP006501,P0767,Heating,Routine,2024-09-08,17/09/2024,9,499.73,7.7
REP006502,P0834,Heating,Urgent,2021-11-22,28/11/2021,6,475.29,8.9
REP006503,P1221,Damp & Mould,Routine,2020-08-09,2020-08-29,20,1181.42,4.9
REP006504,P0743,Roofing,Emergency,2018-06-01,2018-06-08,7,1400.75,
REP006505,P0289,Damp & Mould,Routine,2020-03-18,2020-04-07,20,1102.01,4.0
REP006506,P0701,Heating,Routine,2019-08-23,2019-08-26,3,295.57,7.9
REP006507,P0964,Plumbing,Urgent,14/03/2025,2025-03-19,5,436.88,
REP006508,P1479,Heating,Urgent,2023-12-23,2023-12-30,7,704.18,
REP006509,P0627,Heating,Routine,2019-03-13,2019-03-19,6,336.68,9.1
REP006510,P0097,Damp & Mould,Urgent,2020-02-26,2020-03-16,19,1094.94,3.9
REP006511,P0363,Security,Routine,09/01/2020,2020-01-12,3,336.91,8.3
REP006512,P0264,Heating,Routine,2019-11-28,09/12/2019,11,828.42,8.7
REP006513,P0821,Electrical,Urgent,09/02/2021,2021-02-10,1,276.79,9.4
REP006514,P1050,Roofing,Routine,2019-06-13,27/06/2019,14,616.96,6.8
REP006515,P0735,Roofing,Urgent,22/09/2024,08/10/2024,16,1076.23,7.1
REP006516,P0690,Plumbing,Routine,2021-11-01,2021-11-09,8,404.41,7.7
REP006517,P0715,Heating,Routine,2024-12-21,2025-01-01,11,531.37,7.2
REP006518,P0026,Heating,Routine,2019-11-07,09/11/2019,2,329.2,8.6
REP006519,P0638,Roofing,Urgent,2018-02-06,13/02/2018,7,863.44,7.3
REP006520,P0506,Roofing,Emergency,2021-08-17,2021-08-28,11,1113.88,9.5
REP006521,P1490,Heating,Routine,2025-02-14,2025-02-24,10,458.15,7.7
REP006522,P0038,Heating,Routine,07/02/2020,2020-02-12,5,530.8,7.2
REP006523,P0543,Security,Routine,2025-08-19,2025-08-25,6,428.22,7.5
REP006524,P0878,Security,Urgent,02/06/2025,2025-06-03,1,187.9,9.5
REP006525,P1202,Roofing,Routine,10/07/2023,2023-07-31,21,931.27,7.8
REP006526,P0293,Electrical,Routine,2022-04-07,2022-04-10,3,206.55,9.5
REP006527,P0142,Damp & Mould,Routine,20/09/2022,2022-10-03,13,770.38,6.5
REP006528,P0057,Damp & Mould,Routine,2019-11-12,2019-12-17,35,685.93,2.7
REP006529,P0225,Roofing,Routine,2025-04-08,2025-04-15,7,717.01,9.5
REP006530,P0364,Security,Routine,2021-10-10,2021-10-14,4,469.19,9.4
REP006531,P0669,Electrical,Urgent,2019-02-07,2019-02-08,1,180.26,7.4
REP006532,P1413,Heating,Routine,2023-06-26,2023-07-04,8,640.4,7.1
REP006533,P1440,Plumbing,Routine,2025-09-05,2025-09-17,12,446.88,7.9
REP006534,P0771,Damp & Mould,Emergency,2021-01-13,2021-01-22,9,651.12,5.7
REP006535,P1063,Security,Urgent,2022-01-21,2022-01-25,4,217.74,8.4
REP006536,P0575,Damp & Mould,Urgent,2020-06-23,2020-07-15,22,1490.57,2.9
REP006537,P0759,Plumbing,Routine,2021-01-09,2021-01-13,4,300.28,7.5
REP006538,P0208,Heating,Routine,04/12/2025,2025-12-12,8,581.92,6.5
REP006539,P1316,Damp & Mould,Routine,2020-08-03,2020-08-18,15,931.46,
REP006540,P0105,Damp & Mould,Urgent,13/02/2020,13/02/2020,-3,1418.81,
REP006541,P0361,Electrical,Routine,2020-06-18,24/06/2020,6,474.95,6.2
REP006542,P0753,Security,Urgent,2024-03-25,2024-03-29,4,219.76,8.0
REP006543,P1192,Security,Urgent,2022-05-17,19/05/2022,2,537.34,7.7
REP006544,P1215,Damp & Mould,Routine,2024-02-04,2024-03-02,27,362.67,4.5
REP006545,P0834,Plumbing,Routine,2020-07-09,2020-07-21,12,133.19,7.6
REP006546,P1473,Electrical,Emergency,2022-04-08,2022-04-11,3,902.19,6.1
REP006547,P0082,Plumbing,Urgent,2021-04-15,2021-04-16,1,348.94,7.9
REP006548,P1130,Heating,Routine,2019-09-09,2019-09-09,-4,439.12,7.8
REP006549,P1288,Plumbing,Emergency,23/11/2018,26/11/2018,3,346.27,7.8
REP006550,P0230,Plumbing,Urgent,2018-04-03,2018-04-06,3,610.16,9.0
REP006551,P0465,Plumbing,Routine,2021-09-10,2021-09-17,7,442.84,7.7
REP006552,P0992,Plumbing,Routine,2022-06-19,2022-06-30,11,220.28,9.4
REP006553,P0508,Damp & Mould,Routine,2021-11-19,2021-12-10,21,757.6,4.4
